ID,Step,Distance,Azimuth,Rotation,TransitTime
4,44,0.855,275.101,95.101,4.947
4,45,2.339,180.006,153.8,3.786
4,46,1.412,47.018,200.605,3.486
4,47,2.395,195.217,164.561,3.635
4,48,1.56,51.545,-38.455,3.793
4,49,1.931,126.118,291.436,3.227
4,50,2.878,189.79,176.332,3.643
4,51,1.832,21.424,-68.576,3.929
4,52,2.179,122.753,73.031,3.69
4,53,1.69,79.721,-190.279,3.746
4,54,2.03,236.368,214.987,3.112
4,55,1.209,37.754,166.664,3.628
4,56,2.074,206.982,110.356,3.038
4,57,2.36,119.183,47.696,3.681
4,58,2.266,99.011,-170.989,3.576
4,59,2.507,244.675,87.552,3.24
4,60,3.424,163.461,249.219,3.105
4,61,3.481,258.772,1.699,3.3
4,62,3.826,242.468,54.709,3.889
4,63,4.984,185.95,205.711,3.082
4,64,4.126,335.892,24.803,3.772
4,65,3.488,296.94,26.94,3.431
4,66,3.637,253.56,78.85,3.133
4,67,4.574,175.8,62.342,3.357
4,68,5.059,123.982,71.593,3.457
4,69,4.502,62.91,50.731,3.351
4,70,3.526,15.626,351.216,3.106
4,71,2.705,32.599,-237.401,3.921
4,72,2.949,246.496,273.875,3.201
4,73,2.142,320.728,59.437,3.924
4,74,2.596,234.665,132.905,3.862
4,75,3.05,123.591,163.601,3.489
4,76,2.347,303.338,33.338,3.165
4,77,2.532,247.968,109.402,3.248
4,78,3.326,149.745,254.649,3.584
4,79,3.749,239.004,343.314,3.052
4,80,4.074,243.108,20.408,3.421
4,81,4.878,214.494,25.409,3.468
4,82,5.908,187.493,97.493,3.993
4,83,6.028,101.461,153.552,3.51
4,84,5.445,299.138,112.166,3.23
4,85,6.408,185.921,95.921,3.874
4,86,6.512,100.281,334.976,3.914
4,87,7.254,132.896,132.896,4.925
4,88,5.777,0.005,100.044,3.63
4,89,6.062,249.769,37.661,3.349
4,90,6.934,207.689,13.236,3.217
4,91,7.872,192.696,192.696,4.194
4,92,6.613,0.001,163.35,3.203
4,93,7.539,194.556,194.556,4.943
4,94,6.056,359.998,179.397,3.522
4,95,7.112,180.51,180.51,4.767
4,96,5.682,360,182.505,3.676
4,97,6.784,177.903,87.903,3.369
4,98,6.859,98.477,139.013,3.04
4,99,6.194,313.977,246.419,3.873
4,100,5.85,78.14,117.106,3.781
4,101,5.02,312.861,359.434,3.476
4,102,4.369,303.45,138.187,3.079
4,103,5.267,167.824,77.824,3.858
4,104,5.392,102.392,205.54,3.454
4,105,5.718,246.686,156.686,3.058
4,106,5.791,99.111,99.311,3.757
4,107,4.663,359.751,261.625,3.497
4,108,4.922,110.311,321.209,3.438
4,109,5.832,154.317,302.104,3.199
4,110,6.663,207.814,-62.186,3.984
4,111,6.77,259.832,340.468,3.792
4,112,6.68,269.692,334.943,3.143
4,113,6.343,286.995,189.294,3.365
4,114,6.556,106.476,11.252,3.212
4,115,6.712,103.441,13.441,3.384
4,116,6.789,98.596,298.644,3.529
4,117,7.792,162.622,162.622,4.24
4,118,6.52,359.995,98.828,3.952
4,119,6.803,251.252,-18.748,3.476
4,120,6.883,261.289,186.039,3.205
4,121,6.703,83.22,235.435,3.806
4,122,7.732,203.834,203.834,4.334
4,123,6.432,359.998,85.968,3.707
4,124,6.45,264.121,240.136,3.181
4,125,5.592,27.961,173.967,3.267
4,126,6.428,209.103,-60.897,3.332
4,127,6.506,261.161,151.272,3.965
4,128,7.001,119.084,119.084,4.96
4,129,5.513,0,342.242,3.396
4,130,4.554,21.67,29.116,3.552
4,131,3.499,350.291,39.014,3.17
4,132,2.96,297.295,207.295,3.337
4,133,3.124,108.685,118.608,3.661
4,134,2.051,344.778,254.778,3.218
4,135,2.267,115.207,147.199,3.178
4,136,1.543,308.908,217.09,3.18
4,137,1.84,123.026,265.89,3.646
4,138,2.79,203.449,313.309,3.641
4,139,3.324,232.141,131.727,3.424
4,140,3.653,116.475,241.941,3.362
4,141,4.317,223.566,323.704,3.722
4,142,4.645,246.178,66.891,3.631
4,143,5.735,179.418,-90.582,3.328
4,144,5.821,260.121,83.675,3.724
4,145,6.936,177.021,87.021,3.005
4,146,6.995,97.402,351.497,3.413
4,147,7.342,113.611,113.611,4.924
4,148,5.865,359.995,293.979,3.29
4,149,5.538,75.386,217.499,3.313
4,150,6.352,212.374,122.374,3.762
4,151,6.451,100.075,-169.925,3.729
4,152,6.548,260.166,346.531,3.517
4,153,6.566,264.402,6.288,3.99
4,154,6.912,248.361,214.824,3.401
4,155,6.088,38.851,277.058,3.976
4,156,6.793,130.376,-139.624,3.995
4,157,6.898,259.996,157.515,3.012
4,158,7.148,109.571,109.571,4.46
4,159,5.81,0.003,177.05,3.911
4,160,6.982,182.457,-87.543,3.602
4,161,7.065,261.205,261.205,4.916
5,1,4.191,231.83,92.829,3.235
5,2,4.965,146.363,-123.637,3.359
5,3,5.066,258.524,172.8,3.545
5,4,5.097,97.734,303.004,3.075
5,5,5.944,158.529,-111.471,3.726
5,6,6.049,259.353,301.56,3.195
5,7,5.378,310.914,206.876,3.151
5,8,5.682,113.33,-156.67,3.179
5,9,5.761,260.467,336.055,3.24
5,10,5.598,274.728,191.455,3.742
5,11,5.579,94.799,240.497,3.135
5,12,6.378,209.536,-60.464,3.003
5,13,6.441,261.962,172.701,3.059
5,14,6.495,97.387,61.818,3.622
5,15,5.647,41.995,46.005,3.893
5,16,4.482,354.948,354.369,3.538
5,17,3.42,0.752,77.657,3.615
5,18,3.346,264.7,59.928,3.298
5,19,4.264,199.196,57.388,3.082
5,20,5.023,148.344,18.524,3.519
5,21,5.757,137.919,160.962,3.351
5,22,4.848,332.299,43.635,3.326
5,23,4.625,276.876,156.168,3.031
5,24,5.149,129.439,-140.561,3.665
5,25,5.265,257.946,309.668,3.213
5,26,4.729,299.074,21.726,3.906
5,27,4.725,263.108,41.943,3.781
5,28,5.629,213.544,-56.456,3.444
5,29,5.723,259.6,169.6,3.472
5,30,5.816,100.319,61.932,3.958
5,31,4.941,46.973,324.72,3.609
5,32,4.913,94.862,4.681,3.011
5,33,4.998,100.589,100.373,3.822
5,34,3.851,0.281,286.413,3.424
5,35,3.7,89.334,286.418,3.939
5,36,4.842,167.023,65.507,3.195
5,37,5.119,112.082,73.013,3.808
5,38,4.294,48.726,279.747,3.046
5,39,4.92,137.278,47.278,3.991
5,40,5.064,103.677,125.949,3.75
5,41,4.045,331.684,246.424,3.267
5,42,4.083,99.101,229.449,3.802
5,43,4.899,219.434,6.897,3.946
5,44,5.931,206.37,172.814,3.155
5,45,5.169,39.365,200.492,3.793
5,46,6.257,195.501,105.501,3.312
5,47,6.335,99.022,8.567,3.767
5,48,6.444,100.551,340.926,3.038
5,49,6.94,126.18,-143.82,3.881
5,50,7.036,260.476,260.476,4.272
5,51,5.754,359.999,294.025,3.844
5,52,5.388,77.247,67.175,3.863
5,53,4.251,12.797,227.5,3.441
5,54,5.134,151.876,61.876,3.952
5,55,5.269,103.007,73.087,3.496
5,56,4.391,36.766,307.195,3.651
5,57,4.518,103.605,239.019,3.842
5,58,5.4,215.97,69.552,3.751
5,59,6.368,152.028,-117.972,3.565
5,60,6.458,260.461,276.862,3.907
5,61,5.344,340.043,284.814,3.102
5,62,4.874,64.258,286.349,3.559
5,63,5.711,145.108,17.721,3.585
5,64,6.421,135.032,45.032,3.89
5,65,6.526,100.302,239.351,3.074
5,66,7.248,216.163,216.163,4.046
5,67,6.034,359.997,114.11,3.044
5,68,6.462,238.479,148.479,3.336
5,69,6.539,98.801,359.232,3.52
5,70,6.794,108.385,216.444,3.132
5,71,7.142,244.758,244.758,4.62
5,72,5.755,0.001,339.397,3.03
5,73,4.915,24.338,177.09,3.336
5,74,5.823,202.734,-67.266,3.182
5,75,5.9,260.693,180.58,3.957
5,76,5.815,91.714,4.605,3.768
5,77,5.868,98.204,121.469,3.278
5,78,4.979,332.262,83.851,3.348
5,79,5.43,238.512,302.549,3.596
5,80,5.052,284.896,170.371,3.947
5,81,5.647,125.524,262.874,3.31
5,82,6.413,216.624,69.97,3.261
5,83,7.249,150.907,150.907,4.82
5,84,5.803,359.999,270.004,3.951
5,85,5.923,101.542,14.936,3.205
5,86,5.945,95.895,220.923,3.978
5,87,6.701,226.586,-43.414,3.021
5,88,6.762,262.3,-7.7,3.23
5,89,6.831,261.844,242.225,3.55
5,90,5.839,23.132,208.569,3.23
5,91,6.805,175.333,85.333,3.06
5,92,6.867,97.684,17.714,3.284
5,93,6.765,88.216,80.851,3.399
5,94,5.755,8.666,308.958,3.437
5,95,5.31,69.36,88.085,3.634
5,96,4.291,336.596,109.496,3.399
5,97,5.041,218.578,296.541,3.894
5,98,4.932,268.64,154.393,3.961
5,99,5.527,125.558,35.558,3.659
5,100,5.635,101.232,132.121,3.746
5,101,4.706,322.074,349.83,3.958
5,102,3.696,323.645,46.77,3.038
5,103,3.7,262.708,298.48,3.454
5,104,2.922,312.259,150.3,3.42
5,105,3.911,166.624,33.702,3.617
5,106,4.717,142.62,7.551,3.492
5,107,5.508,142.785,-127.215,3.727
5,108,5.621,258.524,259.796,3.55
5,109,4.557,358.433,9.429,3.163
5,110,3.63,346.149,56.293,3.238
5,111,3.425,274.383,84.988,3.215
5,112,4.379,187.329,72.697,3.491
5,113,4.908,125.811,35.811,3.842
5,114,5.042,103.217,13.217,3.534
5,115,5.152,101.881,172.379,3.547
5,116,4.9,277.692,227.64,3.846
5,117,4.252,62.05,352.844,3.974
5,118,3.988,85.433,45.893,3.683
5,119,3.214,52.186,339.718,3.968
5,120,3.073,94.149,12.614,3.445
5,121,3.094,100.825,133.911,3.928
5,122,2.203,309.934,219.934,3.319
5,123,2.418,114.312,125.894,3.636
5,124,1.366,339.207,249.207,3.322
5,125,1.691,126.107,245.984,3.716
5,126,2.446,216.834,257.175,3.046
5,127,1.847,300.958,30.958,3.724
5,128,2.159,238.82,205.197,3.676
5,129,1.383,59.828,-210.172,3.737
5,130,1.781,230.96,27.113,3.332
5,131,2.726,195.314,260.517,3.392
5,132,2.478,272.887,251.263,3.137
5,133,1.64,33.816,-236.184,3.163
5,134,1.894,239.928,226.088,3.847
5,135,0.821,33.454,213.454,4.756
5,136,2.248,179.997,168.312,3.741
5,137,1.172,22.869,-247.131,3.416
5,138,1.556,228.805,287.919,3.683
5,139,1.37,257.111,188.468,3.964
5,140,1.451,118.402,324.729,3.198
5,141,2.35,164.111,127.736,3.234
5,142,1.671,56.518,64.51,3.06
5,143,0.773,342.492,162.492,4.358
5,144,2.08,180.013,231.902,3.556
5,145,1.65,277.546,77.851,3.869
5,146,2.771,191.578,167.299,3.794
5,147,1.796,39.388,-50.612,3.322
5,148,2.054,119.012,323.922,3.758
5,149,3.113,163.869,300.365,3.987
5,150,4.065,211.811,262.499,3.72
5,151,3.466,294.885,155.411,3.95
5,152,4.434,149.478,16.525,3.869
5,153,5.294,142.184,-127.816,3.559
5,154,5.401,258.594,149.156,3.146
5,155,5.784,118.292,145.352,3.804
5,156,4.796,326.724,279.209,3.927
5,157,4.093,59.767,190.267,3.167
5,158,4.765,220.779,130.779,3.567
5,159,4.884,102.659,302.701,3.119
5,160,5.772,163.144,-106.856,3.251
5,161,5.853,260.409,223.511,3.094
6,1,4.293,234.051,142.638,3.976
6,2,4.484,106.836,91.74,3.62
6,3,3.446,19.808,106.841,3.633
6,4,3.561,255.17,115.643,3.69
6,5,4.461,148.794,135.949,3.348
6,6,3.489,16.509,236.063,3.986
6,7,4.476,150.239,320.754,3.379
6,8,5.479,187.733,97.733,3.965
6,9,5.606,102.248,12.248,3.166
6,10,5.686,99.615,261.283,3.561
6,11,6.709,195.463,105.463,3.661
6,12,6.798,99.304,9.304,3.291
6,13,6.87,98.268,335.456,3.146
6,14,7.423,128.948,128.948,4.956
6,15,5.936,359.999,240.328,3.288
6,16,6.481,127.27,37.27,3.295
6,17,6.556,98.676,-171.324,3.83
6,18,6.656,260.057,170.057,3.589
6,19,6.743,99.186,255.266,3.817
6,20,7.803,200.511,200.511,4.177
6,21,6.55,0.002,137.142,3.132
6,22,7.267,217.811,217.811,4.545
6,23,5.904,0.003,289.435,3.901
6,24,5.624,81.884,161.672,3.084
6,25,5.536,270.746,358.606,3.529
6,26,5.597,261.238,-8.762,3.298
6,27,5.684,259.972,231.245,3.536
6,28,4.781,34.848,261.144,3.061
6,29,5.455,140.697,50.697,3.393
6,30,5.549,100.572,198.157,3.453
6,31,5.778,252.184,162.184,3.658
6,32,5.881,100.751,329.852,3.429
6,33,6.6,137.666,65.174,3.652
6,34,6.357,81.951,253.416,3.646
6,35,7.44,187.282,187.282,4.849
6,36,5.986,0.001,183.622,3.14
6,37,6.926,176.874,-93.126,3.54
6,38,7.007,261.286,261.286,4.338
6,39,5.706,359.996,225.182,3.246
6,40,6.429,140.986,50.986,3.829
6,41,6.531,100.128,347.621,3.771
6,42,7.042,121.042,121.042,4.358
6,43,5.735,0.002,201.773,3.573
6,44,6.742,161.614,204.244,3.213
6,45,6.068,311.197,254.329,3.318
6,46,5.586,65.449,3.571,3.448
6,47,5.18,72.023,309.443,3.648
6,48,5.842,131.663,148.794,3.93
6,49,4.728,338.657,251.483,3.342
6,50,4.784,99.251,201.236,3.427
6,51,5.098,246.635,35.441,3.18
6,52,5.935,206.417,-63.583,3.062
6,53,6.005,261.199,171.199,3.922
6,54,6.119,101.088,62.004,3.227
6,55,5.402,45.576,292.667,3.104
6,56,5.828,121.377,41.239,3.839
6,57,5.744,91.528,144.932,3.658
6,58,5.166,296.781,4.551,3.536
6,59,4.864,280.586,100.308,3.659
6,60,5.962,180.225,90.225,4
6,61,6.082,101.385,11.385,3.484
6,62,6.171,99.751,139.698,3.466
6,63,5.415,312.969,296.991,3.977
6,64,4.281,20.372,239.894,3.934
6,65,5.245,148.713,58.713,3.323
6,66,5.339,100.762,313.782,3.756
6,67,6.314,152.556,62.556,3.175
6,68,6.386,98.578,143.231,3.852
6,69,5.623,307.038,52.65,3.232
6,70,5.958,245.369,-24.631,3.942
6,71,6.074,258.77,187.192,3.234
6,72,5.84,80.649,35.664,3.276
6,73,5.192,52.676,355.42,3.36
6,74,4.724,67.599,240.276,3.73
6,75,5.835,185.919,84.197,3.913
6,76,6.182,112.439,-157.561,3.066
6,77,6.25,261.535,230.758,3.26
6,78,5.433,36.058,69.229,3.385
6,79,4.616,319.917,28.091,3.476
6,80,4.338,278.925,5.65,3.921
6,81,4.43,257.898,219.892,3.504
6,82,3.66,48.195,146.366,3.336
6,83,3.929,247.224,122.967,3.1
6,84,4.518,134.049,253.529,3.549
6,85,5.127,230.1,5.612,3.048
6,86,5.815,218.164,128.164,3.101
6,87,5.888,99.088,-170.912,3.619
6,88,5.987,259.552,42.918,3.465
6,89,6.85,211.437,121.437,3.591
6,90,6.934,98.938,8.938,3.837
6,91,7.029,99.427,99.427,4.487
6,92,5.683,359.996,333.674,3.162
6,93,4.851,31.298,120.596,3.134
6,94,4.93,259.714,151.383,3.489
6,95,5.352,119.028,29.028,3.939
6,96,5.481,102.453,250.415,3.596
6,97,6.421,206.93,116.93,3.212
6,98,6.493,98.534,8.534,3.31
6,99,6.568,98.697,10.922,3.02
6,100,6.595,95.66,15.869,3.828
6,101,6.491,89.817,35.213,3.194
6,102,5.987,62.1,46.433,3.985
6,103,4.847,19.478,172.398,3.406
6,104,5.776,202.462,-67.538,3.851
6,105,5.89,258.688,-11.312,3.817
6,106,6.001,259.003,-10.997,3.959
6,107,6.117,258.801,76.882,3.951
6,108,7.302,181.61,181.61,4.689
6,109,5.895,359.998,178.732,3.223
6,110,6.862,181.091,91.091,3.436
6,111,6.939,98.54,85.845,3.715
6,112,5.857,15.094,0.413,3.98
6,113,4.712,18.358,243.29,3.907
6,114,5.603,143.562,230.665,3.577
6,115,5.652,261.971,332.355,3.356
6,116,5.397,279.493,243.363,3.961
6,117,4.493,45.1,260.116,3.69
6,118,5.437,151.69,-118.31,3.157
6,119,5.518,260.123,131.917,3.963
6,120,6.323,136.706,46.251,3.396
6,121,6.412,99.593,-170.407,3.888
6,122,6.518,259.691,274.3,3.328
6,123,5.558,342.793,81.941,3.008
6,124,5.77,251.969,161.969,3.957
6,125,5.892,101.629,350.031,3.434
6,126,6.344,120.277,224.483,3.777
6,127,6.712,246.375,-23.625,3.485
6,128,6.794,261.146,150.136,3.073
6,129,7.176,117.903,117.903,4.034
6,130,5.966,359.996,276.204,3.287
6,131,5.94,93.29,44.86,3.776
6,132,5.257,57.702,18.306,3.071
6,133,4.583,46.731,291.203,3.917
6,134,5.199,127.296,108.878,3.616
6,135,4.184,23.121,30.377,3.282
6,136,3.21,350.527,119.971,3.329
6,137,3.921,219.208,29.647,3.278
6,138,4.893,187.642,272.52,3.79
6,139,4.923,261.823,20.74,3.626
6,140,5.532,231.176,141.176,3.205
6,141,5.615,99.862,220.579,3.151
6,142,6.152,231.687,135.033,3.227
6,143,6.337,105.377,217.524,3.291
6,144,6.772,240.089,-29.911,3.128
6,145,6.837,262.112,183.689,3.294
6,146,6.709,86.724,293.894,3.662
6,147,7.702,156.561,156.561,4.088
6,148,6.476,359.996,286.323,3.43
6,149,6.266,82.74,129.222,3.945
6,150,5.518,304.563,150.324,3.748
6,151,6.549,158.516,68.516,3.029
6,152,6.611,97.9,-172.1,3.473
6,153,6.693,261.046,210.561,3.283
6,154,6.114,57.625,346.197,3.866
6,155,5.848,82.261,310.803,3.374
6,156,6.562,138.097,48.097,3.673
6,157,6.654,99.537,9.537,3.015
6,158,6.715,97.744,182.103,3.187
6,159,6.689,267.462,21.987,3.987
6,160,7.267,236.863,236.863,4.782
6,161,5.833,360,113.71,3.856
7,1,2.418,139.831,204.175,3.887
7,2,2.183,266.875,-3.125,3.012
7,3,2.362,247.513,53.248,3.03
7,4,3.251,190.32,251.941,3.218
7,5,2.918,281.459,16.374,3.257
7,6,3.156,247.127,252.543,3.461
7,7,2.125,351.944,81.944,3.997
7,8,2.44,240.554,217.963,3.572
7,9,1.508,38.428,-231.572,3.642
7,10,1.862,234.063,165.2,3.612
7,11,1.785,103.348,122.935,3.734
7,12,0.821,313.182,133.182,4.61
7,13,2.204,179.985,198.675,3.586
7,14,1.234,325.105,235.105,3.837
7,15,1.687,133.004,2.038,3.122
7,16,2.408,148.045,186.022,3.754
7,17,1.67,297.511,27.511,3.701
7,18,2.006,236.389,133.393,3.596
7,19,2.482,128.047,225.184,3.122
7,20,2.76,243.196,302.668,3.761
7,21,2.393,276.577,6.577,3.625
7,22,2.629,245.558,346.4,3.069
7,23,2.945,241.286,24.659,3.758
7,24,3.907,206.722,276.663,3.907
7,25,3.675,272.626,167.673,3.711
7,26,4.105,120.147,63.38,3.979
7,27,3.592,72.897,140.099,3.261
7,28,3.337,277.11,185.11,3.122
7,29,3.497,107.518,165.509,3.867
7,30,3.045,283.174,193.174,3.711
7,31,3.242,110.085,245.631,3.214
7,32,3.988,214.706,106.64,3.502
7,33,4.428,121.096,221.273,3.936
7,34,4.78,245.746,334.204,3.78
7,35,4.882,258.115,-11.885,3.411
7,36,4.988,258.168,225.129,3.168
7,37,4.223,40.084,154.608,3.766
7,38,4.804,233.121,216.209,3.261
7,39,3.878,21.128,54.721,3.892
7,40,2.976,313.863,18.838,3.92
7,41,2.697,271.76,71.38,3.052
7,42,3.57,195.254,157.532,3.672
7,43,2.781,51.749,-38.251,3.351
7,44,2.958,109.866,213.908,3.991
7,45,3.449,236.286,337.718,3.123
7,46,3.749,244.385,51.199,3.661
7,47,4.825,190.207,353.596,3.581
7,48,5.862,193.612,218.087,3.658
7,49,4.884,330.18,212.006,3.227
7,50,5.409,127.252,-142.748,3.528
7,51,5.512,258.925,26.97,3.377
7,52,6.187,224.548,134.548,3.447
7,53,6.274,99.488,294.79,3.858
7,54,7.397,167.063,167.063,4.367
7,55,6.087,0.002,123.055,3.377
7,56,6.693,229.66,139.66,3.761
7,57,6.788,99.568,27.399,3.08
7,58,6.564,79.867,76.86,3.59
7,59,5.49,3.6,325.638,3.56
7,60,4.693,46.008,355.9,3.608
7,61,4.084,61.844,60.897,3.628
7,62,2.995,1.285,-88.715,3.616
7,63,3.186,109.899,276.782,3.927
7,64,4.341,189.587,236.514,3.096
7,65,3.768,302.708,188.841,3.298
7,66,4.266,126.108,245.678,3.427
7,67,4.856,229.818,275.099,3.752
7,68,4.142,303.581,97.962,3.126
7,69,5.005,200.966,164.523,3.941
7,70,4.114,46.279,243.725,3.494
7,71,5.124,166.065,-103.935,3.807
7,72,5.25,257.43,320.096,3.964
7,73,4.821,284.681,164.318,3.587
7,74,5.445,130.181,-139.819,3.71
7,75,5.557,258.441,306.065,3.769
7,76,4.868,302.498,18.445,3.63
7,77,4.723,271.129,298.763,3.767
7,78,3.758,324.349,186.629,3.028
7,79,4.473,145.571,314.451,3.762
7,80,5.584,188.884,18.631,3.707
7,81,6.683,171.87,81.87,3.381
7,82,6.76,98.628,150.241,3.083
7,83,6.228,301.705,255.462,3.597
7,84,5.537,54.337,189.795,3.974
7,85,6.441,217.085,-52.915,3.659
7,86,6.534,260.326,162.119,3.43
7,87,6.759,106.872,321.079,3.152
7,88,7.56,149.824,149.824,4.825
7,89,6.112,0.002,14.286,3.657
7,90,5.056,342.642,48.279,3.448
7,91,4.724,282.856,324.792,3.467
7,92,4.011,308.084,60.173,3.038
7,93,4.435,236.938,118.495,3.256
7,94,4.975,128.378,38.378,3.443
7,95,5.081,101.736,244.547,3.903
7,96,6.055,210.476,30.185,3.281
7,97,7.04,180.247,180.247,4.065
7,98,5.82,359.999,359.724,3.376
7,99,4.807,0.332,200.961,3.61
7,100,5.832,163.121,350.679,3.331
7,101,6.825,173.545,83.545,3.78
7,102,6.919,99.439,203.541,3.667
7,103,7.265,247.452,247.452,4.494
7,104,5.917,0.004,352.013,3.907
7,105,4.76,9.954,312.388,3.94
7,106,4.245,71.158,93.484,3.63
7,107,3.264,330.395,71.327,3.999
7,108,3.685,240.427,125.512,3.753
7,109,4.282,128.71,189.047,3.442
7,110,3.876,286.279,249.298,3.456
7,111,3.111,48.539,161.051,3.825
7,112,3.705,230.857,18.479,3.01
7,113,4.494,206.201,332.945,3.65
7,114,5.223,223.587,4.609,3.723
7,115,6.132,212.395,122.395,3.474
7,116,6.22,99.647,39.681,3.828
7,117,5.732,69.953,147.625,3.616
7,118,5.602,271.421,228.614,3.548
7,119,4.874,51.339,123.745,3.432
7,120,4.667,275.455,2.232,3.106
7,121,4.708,261.819,167.023,3.545
7,122,4.912,107.255,-162.745,3.305
7,123,5.011,258.587,180.868,3.785
7,124,4.896,90.81,151.844,3.216
7,125,4.509,288.177,307.555,3.45
7,126,3.549,335.062,299.729,3.649
7,127,2.73,48.75,-41.25,3.681
7,128,2.945,112.025,140.765,3.487
7,129,2.089,317.335,102.402,3.748
7,130,3.079,202.872,339.29,3.156
7,131,3.821,213.742,160.013,3.381
7,132,3.323,67.974,-202.026,3.009
7,133,3.443,254.805,169.982,3.691
7,134,3.52,103.078,274.662,3.598
7,135,4.59,186.444,203.456,3.56
7,136,3.582,337.987,356.285,3.175
7,137,2.695,335.321,107.337,3.097
7,138,3.388,216.226,289.272,3.362
7,139,3.241,269.638,106.492,3.922
7,140,4.38,167.607,242.771,3.276
7,141,4.236,271.883,107.141,3.675
7,142,5.308,167.872,305.861,3.08
7,143,6.026,216.124,126.124,3.148
7,144,6.1,98.903,97.874,3.813
7,145,4.956,1.261,306.444,3.77
7,146,4.403,66.94,223.732,3.703
7,147,5.441,198.59,2.034,3.17
7,148,6.358,194.115,-75.885,3.543
7,149,6.446,260.507,37.229,3.523
7,150,7.252,217.543,217.543,4.209
7,151,5.989,0.003,26.094,3.04
7,152,5.186,329.473,147.32,3.689
7,153,6.293,181.772,-88.228,3.979
7,154,6.404,259.257,133.918,3.308
7,155,7.025,131.96,131.96,4.634
7,156,5.635,359.998,244.072,3.594
7,157,6.183,124.953,170.742,3.279
7,158,5.542,306.904,179.734,3.902
7,159,6.319,135.658,-134.342,3.374
7,160,6.4,260.903,287.726,3.563
7,161,5.467,328.112,126.197,3.739
8,1,3.999,123.672,175.926,3.101
8,2,3.507,295.643,323.689,3.229
8,3,2.691,322.208,21.939,3.304
8,4,2.353,278.926,188.926,3.438
8,5,2.569,113.667,232.548,3.747
8,6,3.264,223.572,237.402,3.127
8,7,2.364,340.736,70.736,3.384
8,8,2.573,246.764,290.391,3.998
8,9,1.895,290.491,20.491,3.171
8,10,2.121,243.354,345.213,3.92
8,11,2.628,232.161,195.876,3.151
8,12,1.948,52.969,75.52,3.796
8,13,0.997,311.45,131.45,4.573
8,14,2.369,179.999,345.722,3.8
8,15,3.485,189.651,82.504,3.219
8,16,3.881,120.896,235.567,3.67
8,17,4.455,232.356,224.194,3.521
8,18,3.413,10.677,220.346,3.188
8,19,4.27,156.694,190.75,3.985
8,20,3.347,314.408,272.157,3.472
8,21,2.67,57.461,223.892,3.443
8,22,3.681,189.8,128.654,3.222
8,23,3.325,75.9,-194.1,3.216
8,24,3.462,253.82,115.828,3.474
8,25,4.294,147.337,331.704,3.836
8,26,5.442,176.557,-93.443,3.635
8,27,5.55,258.674,168.674,3.53
8,28,5.65,100.808,36.778,3.643
8,29,5.265,74.783,24.807,3.194
8,30,4.706,58.951,23.21,3.89
8,31,3.819,46.024,27.548,3.579
8,32,2.822,25.398,-64.602,3.526
8,33,3.013,110.54,268.365,3.59
8,34,4.031,196.384,49.433,3.174
8,35,4.857,153.087,63.087,3.941
8,36,4.999,103.685,336.908,3.023
8,37,5.589,134.25,144.182,3.585
8,38,4.534,347.723,79.044,3.071
8,39,4.647,257.243,-12.757,3.367
8,40,4.756,257.733,82.646,3.419
8,41,5.778,175.958,85.958,3.649
8,42,5.881,100.728,145.416,3.109
8,43,5.258,308.145,155.034,3.105
8,44,6.104,157.065,-112.935,3.407
8,45,6.189,260.491,-9.509,3.192
8,46,6.262,261.201,226.199,3.807
8,47,5.367,42.014,125.768,3.305
8,48,5.35,265.633,226.699,3.961
8,49,4.489,48.508,199.646,3.676
8,50,5.481,203.285,-66.715,3.007
8,51,5.554,260.656,218.59,3.584
8,52,4.81,50.676,175.137,3.686
8,53,5.512,226.013,287.342,3.63
8,54,5.081,287.83,222.183,3.309
8,55,4.758,76.601,44.54,3.179
8,56,3.982,39.371,196.657,3.224
8,57,4.889,198.335,197.844,3.939
8,58,3.707,0.654,174.206,3.287
8,59,4.688,185.09,10.865,3.355
8,60,5.69,175.247,-94.753,3.756
8,61,5.8,258.795,335.998,3.115
8,62,5.667,273.541,87.296,3.335
8,63,6.662,185.306,-84.694,3.758
8,64,6.757,260.397,18.781,3.709
8,65,7.351,233.961,233.961,4.72
8,66,5.936,359.998,196.446,3.133
8,67,6.843,165.778,-104.222,3.086
8,68,6.905,262.296,196.318,3.995
8,69,6.51,75.661,201.586,3.669
8,70,7.211,226.976,226.976,4.632
8,71,5.822,0.003,261.8,3.261
8,72,6.04,107.424,192.095,3.427
8,73,6.032,265.554,266.638,3.435
8,74,5.002,358.69,309.849,3.853
8,75,4.33,60.434,59.875,3.834
8,76,3.18,0.763,-269.237,3.565
8,77,3.355,251.409,71.946,3.151
8,78,4.3,179.584,11.001,3.724
8,79,5.399,170.933,141.16,3.867
8,80,4.43,37.252,4.349,3.033
8,81,3.699,40.578,91.089,3.618
8,82,3.123,293.923,125.553,3.19
8,83,4.064,171.094,27.597,3.07
8,84,4.836,150.006,-119.994,3.866
8,85,4.972,256.517,217.372,3.044
8,86,4.303,46.839,207.642,3.291
8,87,5.246,195.646,73.501,3.679
8,88,5.907,131.246,19.047,3.406
8,89,6.364,120.749,30.749,3.53
8,90,6.451,99.446,348.188,3.845
8,91,6.953,120.149,-149.851,3.416
8,92,7.028,261.618,261.618,4.276
8,93,5.745,360,288.568,3.513
8,94,5.501,81.893,9.437,3.861
