ID,Step,Distance,Azimuth,Rotation,TransitTime
8,95,5.269,84.549,235.012,3.838
8,96,6.296,204.364,114.364,3.429
8,97,6.379,99.282,210.994,3.517
8,98,6.84,240.053,-29.947,3.867
8,99,6.938,260.37,170.37,3.633
8,100,7.023,98.923,98.923,4.206
8,101,5.761,359.997,150.528,3.622
8,102,6.728,204.912,-65.088,3.475
8,103,6.808,261.188,278.248,3.318
8,104,5.864,340.082,100.353,3.048
8,105,6.374,232.613,142.613,3.185
8,106,6.445,98.527,187.711,3.196
8,107,6.502,262.335,18.115,3.168
8,108,6.968,237.166,-32.834,3.784
8,109,7.059,260.747,260.747,4.158
8,110,5.812,0.002,279.116,3.889
8,111,5.744,92.453,189.633,3.277
8,112,5.947,253.379,10.344,3.36
8,113,6.467,235.047,-34.953,3.458
8,114,6.55,260.888,41.593,3.11
8,115,7.296,214.651,214.651,4.294
8,116,6.007,359.998,150.983,3.283
8,117,6.885,205.038,25.851,3.237
8,118,7.856,179.287,179.287,4.573
8,119,6.484,0.002,314.875,3.658
8,120,5.762,52.888,17.018,3.964
8,121,4.849,44.137,226.932,3.496
8,122,5.897,177.705,87.705,3.251
8,123,5.977,99.389,283.906,3.093
8,124,6.902,176.086,-93.914,3.457
8,125,6.98,261.454,11.337,3.776
8,126,7.442,241.884,241.884,4.539
8,127,6.08,360,331.503,3.233
8,128,5.248,33.55,213.799,3.339
8,129,6.249,179.791,89.791,3.271
8,130,6.326,98.926,305.811,3.802
8,131,7.362,157.134,157.134,4.281
8,132,6.078,0.003,107.097,3.675
8,133,6.488,243.555,155.465,3.784
8,134,6.55,98.065,300.154,3.713
8,135,7.594,161.074,161.074,4.493
8,136,6.246,359.998,263.229,3.745
8,137,6.476,106.693,16.693,3.913
8,138,6.581,100.273,271.154,3.425
8,139,7.597,187.895,187.895,4.521
8,140,6.241,0.001,274.672,3.556
8,141,6.245,95.133,140.804,3.436
8,142,5.574,306.724,3.841,3.22
8,143,5.114,293.757,177.318,3.487
8,144,5.658,125.973,261.407,3.817
8,145,6.523,217.493,127.493,3.453
8,146,6.605,99.027,86.655,3.929
8,147,5.46,15.02,339.504,3.623
8,148,4.619,43.376,291.566,3.686
8,149,5.133,123.347,55.083,3.851
8,150,4.826,81.111,9.39,3.702
8,151,4.6,84.971,200.132,3.697
8,152,5.17,233.643,193.207,3.174
8,153,4.488,48.347,307.696,3.474
8,154,4.791,112.995,25.906,3.523
8,155,4.854,99.644,177.988,3.595
8,156,4.754,268.815,153.531,3.979
8,157,5.374,126.873,348.405,3.016
8,158,6.081,144.134,189.973,3.492
8,159,5.404,306.164,328.595,3.627
8,160,4.418,332.178,347.853,3.841
8,161,3.323,338.945,214.633,3.933
9,1,3.203,272.618,174.947,3.999
9,2,3.567,117.143,186.117,3.526
9,3,3.337,273.821,298.163,3.717
9,4,2.367,324.465,54.465,3.553
9,5,2.596,245.767,311.967,3.935
9,6,2.379,266.805,176.805,3.6
9,7,2.612,114.417,325.089,3.799
9,8,3.639,158.514,220.686,3.646
9,9,3.275,280.651,10.651,3.2
9,10,3.413,253.665,5.208,3.951
9,11,4.004,232.473,7.581,3.146
9,12,4.72,216.776,23.63,3.22
9,13,5.664,190.922,-79.078,3.387
9,14,5.754,259.835,28.503,3.433
9,15,6.448,224.164,183.902,3.011
9,16,5.788,46.047,290.628,3.746
9,17,6.352,124.618,289.24,3.656
9,18,7.415,193.127,193.127,4.949
9,19,5.93,0,351.9,3.504
9,20,4.892,9.839,356.341,3.119
9,21,3.988,16.639,172.184,3.56
9,22,4.98,199.356,258.18,3.025
9,23,4.577,291.412,212.778,3.838
9,24,4.494,93.183,330.505,3.634
9,25,5.165,132.915,42.915,3.94
9,26,5.298,102.895,182.517,3.227
9,27,5.211,269.842,167.647,3.312
9,28,5.507,112.35,22.35,3.347
9,29,5.598,100.333,97.644,3.85
9,30,4.444,3.389,163.769,3.15
9,31,5.344,196.211,106.211,3.582
9,32,5.451,101.374,134.619,3.204
9,33,4.677,320.289,44.673,3.804
9,34,4.705,261.645,57.944,3.186
9,35,5.593,199.764,104.628,3.478
9,36,5.782,105.49,15.49,3.723
9,37,5.888,100.934,306.244,3.365
9,38,6.815,158.321,-111.679,3.852
9,39,6.912,260.374,335.935,3.941
9,40,6.716,274.629,64.41,3.227
9,41,7.568,206.526,206.526,4.901
9,42,6.098,0,219.985,3.695
9,43,6.983,145.868,55.868,3.641
9,44,7.069,98.891,98.891,4.889
9,45,5.602,0.006,69.211,3.581
9,46,5.316,279.906,23.166,3.076
9,47,5.6,247.514,195.925,3.643
9,48,4.995,61.458,87.009,3.545
9,49,4.061,327.965,325.894,3.449
9,50,3.027,2.776,-267.224,3.971
9,51,3.253,248.516,269.964,3.747
9,52,2.245,327.99,237.99,3.929
9,53,2.535,117.698,197.454,3.312
9,54,2.552,257.719,112.896,3.652
9,55,3.505,155.196,122.078,3.239
9,56,2.743,44.289,-45.711,3.243
9,57,2.91,109.529,202.071,3.771
9,58,3.169,246.557,191.442,3.889
9,59,2.678,76.057,-193.943,3.63
9,60,2.891,247.874,159.133,3.102
9,61,3.018,106.698,39.033,3.599
9,62,2.793,88.619,-181.381,3.421
9,63,2.975,249.832,46.328,3.605
9,64,3.991,197.3,155.315,3.773
9,65,3.239,55.503,307.931,3.252
9,66,3.654,122.323,328.741,3.615
9,67,4.651,159.538,138.915,3.937
9,68,3.57,27.313,232.561,3.545
9,69,4.554,160.47,280.017,3.509
9,70,5.155,230.228,45.269,3.869
9,71,6.312,184.051,94.051,3.505
9,72,6.399,99.462,292.38,3.382
9,73,7.391,168.842,168.842,4.755
9,74,5.964,359.996,338.513,3.48
9,75,5.008,25.861,175.54,3.279
9,76,5.878,205.477,146.06,3.172
9,77,5.455,68.05,54.275,3.673
9,78,4.393,17.195,340.337,3.627
9,79,3.582,47.358,358.085,3.029
9,80,3.068,62.255,143.511,3.198
9,81,3.072,260.774,286.699,3.758
9,82,2.116,320.6,230.6,3.959
9,83,2.427,119.305,308.255,3.064
9,84,3.338,173.515,116.142,3.027
9,85,2.949,72.403,237.533,3.203
9,86,3.886,191.228,1.377,3.898
9,87,5.041,187.579,97.579,3.188
9,88,5.132,100.743,301.737,3.377
9,89,6.088,162.419,71.957,3.78
9,90,6.202,100.996,204.785,3.125
9,91,6.49,248.149,-21.851,3.152
9,92,6.559,261.709,310.336,3.877
9,93,5.855,302.799,53.887,3.727
9,94,6.343,239.444,-30.556,3.924
9,95,6.451,259.484,42.529,3.806
9,96,7.396,211.628,211.628,4.667
9,97,5.996,359.998,19.468,3.116
9,98,5.124,337.048,136.627,3.315
9,99,6.066,197.143,137.187,3.758
9,100,5.588,70.013,18.829,3.404
9,101,5.012,60.317,206.63,3.366
9,102,5.879,208.218,118.218,3.448
9,103,5.969,99.976,230.383,3.853
9,104,6.776,222.131,-47.869,3.958
9,105,6.879,260.062,-9.938,3.029
9,106,6.939,262.475,18.344,3.805
9,107,7.508,236.267,236.267,4.878
9,108,6.044,359.999,208.872,3.647
9,109,7.022,155.441,155.441,4.068
9,110,5.802,0.001,262.497,3.623
9,111,6.041,107.777,218.426,3.379
9,112,6.468,240.921,-29.079,3.92
9,113,6.573,259.692,198.965,3.919
9,114,6.085,70.426,250.632,3.884
9,115,7.251,179.83,179.83,4.952
9,116,5.766,0.003,30.107,3.034
9,117,4.999,324.661,92.452,3.829
9,118,5.775,223.168,133.168,3.765
9,119,5.885,101.065,307.17,3.949
9,120,6.968,158.184,-111.816,3.257
9,121,7.036,262.017,262.017,4.372
9,122,5.725,359.999,6.914,3.913
9,123,4.561,351.307,144.078,3.143
9,124,5.417,202.661,53.933,3.442
9,125,6.323,153.593,63.593,3.482
9,126,6.408,99.377,100.623,3.279
9,127,5.425,358.531,172.22,3.638
9,128,6.511,185.258,106.249,3.075
9,129,6.4,87.147,53.862,3.222
9,130,5.617,38.704,244.66,3.344
9,131,6.534,157.901,306.476,3.388
9,132,7.42,207.332,207.332,4.892
9,133,5.953,360,273.433,3.042
9,134,5.968,95.345,46.791,3.005
9,135,5.413,55.725,24.088,3.872
9,136,4.466,39.476,49.83,3.967
9,137,3.303,345.938,140.546,3.542
9,138,4.287,199.294,233.168,3.108
9,139,3.551,317.716,258.368,3.76
9,140,3.131,77.414,191.056,3.866
9,141,3.749,229.887,123.237,3.286
9,142,4.141,119.835,304.735,3.502
9,143,5.188,176.089,-93.911,3.664
9,144,5.303,258.035,50.823,3.414
9,145,6.232,202.903,43.658,3.572
9,146,7.244,162.251,162.251,4.955
9,147,5.757,0,229.421,3.999
9,148,6.6,138.515,-131.485,3.876
9,149,6.703,260.009,176.842,3.992
9,150,6.668,93.441,337.673,3.617
9,151,7.206,123.558,123.558,4.327
9,152,5.907,359.999,331.615,3.319
9,153,5.054,33.757,3.572,3.374
9,154,4.209,37.129,157.525,3.43
9,155,4.812,228.98,310.171,3.431
9,156,4.764,266.477,68.012,3.771
9,157,5.848,194.955,104.955,3.862
9,158,5.962,101.21,351.516,3.141
9,159,6.342,117.739,316.455,3.113
9,160,7.233,163.66,163.66,4.984
9,161,5.738,0.004,268.977,3.258
